product_id,product_name,product_price,category,discount,store_id,store_name
160,Konklux,$49.73,Deporte,40,160,Twitternation
161,Rank,$87.58,Mecanica,64,161,Skalith
162,Fixflex,$9.01,Turismo,10,162,Skippad
163,Vagram,$74.74,Tecnologia,42,163,Avamm
164,Y-find,$87.71,Turismo,33,164,Thoughtbeat
165,Voltsillam,$45.88,Mecanica,37,165,Blogtags
166,Rank,$41.57,Mecanica,48,166,Topdrive
167,Tampflex,$36.26,Salud,54,167,Nlounge
168,Veribet,$85.97,Gubernamental,69,168,Skipstorm
169,Tin,$74.40,Social,27,169,Edgeblab
170,Bitchip,$14.33,Turismo,49,170,Voomm
171,Zaam-Dox,$25.25,Turismo,48,171,Rhybox
172,Stringtough,$5.87,Turismo,69,172,Flashset
173,Prodder,$44.26,Tecnologia,21,173,Tagopia
174,Tempsoft,$37.78,Empresarial,51,174,Omba
175,Opela,$25.43,Educacion,20,175,Roodel
176,Biodex,$14.86,Educacion,24,176,Omba
177,Duobam,$73.02,Tecnologia,38,177,Yakitri
178,Overhold,$68.08,Turismo,8,178,Devpoint
179,Aerified,$12.67,Deporte,68,179,Fivespan
180,Bytecard,$41.68,Deporte,50,180,Geba
181,Sonair,$6.95,Turismo,1,181,Jaloo
182,Opela,$25.83,Social,22,182,Jatri
183,Sonsing,$21.21,Mecanica,75,183,Topicware
184,Lotlux,$28.42,Gubernamental,69,184,Wikido
185,Holdlamis,$27.76,Gubernamental,48,185,Eazzy
186,Namfix,$95.46,Deporte,4,186,Wikibox
187,Tempsoft,$81.49,Educacion,72,187,Rhybox
188,Stringtough,$19.08,Empresarial,26,188,Meejo
189,Zontrax,$93.61,Mecanica,4,189,Viva
190,Pannier,$81.59,Economia,42,190,Devify
191,Home Ing,$6.57,Social,62,191,Kwinu
192,Tin,$41.45,Empresarial,51,192,Tagpad
193,Vagram,$81.05,Salud,15,193,Kwilith
194,Flexidy,$90.06,Social,52,194,Photobean
195,Quo Lux,$54.75,Educacion,35,195,Browsecat
196,Prodder,$54.78,Mecanica,31,196,Yombu
197,Veribet,$85.84,Tecnologia,53,197,Skinte
198,Lotstring,$34.46,Salud,18,198,Divape
199,Tres-Zap,$25.65,Salud,9,199,Edgeclub
200,It,$95.86,Mecanica,19,200,Tagopia
201,Aerified,$64.80,Empresarial,47,201,Trupe
202,Tempsoft,$67.46,Deporte,69,202,Browsebug
203,Sonair,$73.83,Economia,58,203,Photojam
204,Prodder,$64.88,Gubernamental,47,204,Rooxo
205,Sub-Ex,$53.37,Deporte,59,205,Youspan
206,Lotstring,$15.79,Social,67,206,Midel
207,Bamity,$77.73,Social,17,207,Zoomdog
208,Andalax,$31.27,Gubernamental,42,208,Twitterbeat
209,Otcom,$95.46,Salud,17,209,Photobean
210,Home Ing,$50.54,Social,25,210,Realcube
211,Temp,$65.01,Mecanica,21,211,Photobean
212,Zontrax,$79.58,Mecanica,27,212,Trilia
213,Holdlamis,$34.30,Tecnologia,35,213,Skyba
214,Bitchip,$50.42,Deporte,69,214,Shufflebeat
215,Redhold,$26.55,Mecanica,54,215,Bubblemix
216,Bitwolf,$52.69,Deporte,31,216,Vipe
217,Sonair,$58.57,Empresarial,71,217,Ntag
218,Voyatouch,$61.15,Turismo,48,218,Cogilith
219,Sonair,$66.94,Social,71,219,Yodoo
220,Toughjoyfax,$27.24,Turismo,46,220,Oyope
221,It,$14.19,Salud,57,221,Realfire
222,Tampflex,$70.26,Educacion,60,222,Jetpulse
223,Tresom,$27.11,Deporte,41,223,Vipe
224,Job,$89.74,Mecanica,17,224,Roodel
225,Keylex,$10.91,Educacion,61,225,Yoveo
226,Otcom,$30.48,Turismo,68,226,Realbridge
227,Stronghold,$21.43,Social,2,227,Dynabox
228,Fixflex,$82.32,Economia,71,228,Edgewire
229,Treeflex,$72.41,Social,37,229,Chatterbridge
230,Sub-Ex,$39.81,Tecnologia,57,230,Roomm
231,Sonsing,$86.17,Salud,74,231,Yabox
232,Trippledex,$4.78,Mecanica,54,232,Janyx
233,Vagram,$40.71,Deporte,52,233,Rhybox
234,Flowdesk,$43.98,Educacion,6,234,Tanoodle
235,Ronstring,$25.02,Turismo,60,235,Lazzy
236,Stronghold,$94.83,Educacion,49,236,Jaxbean
237,Tin,$93.76,Turismo,41,237,Bubblemix
238,Vagram,$67.81,Social,22,238,Jaxworks
239,Solarbreeze,$89.99,Educacion,6,239,Skilith
240,Konklux,$93.28,Deporte,28,240,Demizz
241,Lotlux,$22.90,Economia,3,241,Zoomlounge
242,Fix San,$41.57,Turismo,58,242,Quire
243,It,$5.22,Economia,61,243,Brightbean
244,Alpha,$36.53,Gubernamental,34,244,Tazz
245,Daltfresh,$56.61,Educacion,57,245,Janyx
246,Rank,$38.79,Educacion,29,246,Janyx
247,Konklab,$47.90,Salud,44,247,Zoombox
248,Aerified,$62.98,Tecnologia,70,248,Zoozzy
249,Treeflex,$1.43,Empresarial,31,249,Riffpedia
250,Otcom,$73.44,Economia,5,250,Jaxworks
251,Regrant,$68.30,Tecnologia,50,251,Quamba
252,Tres-Zap,$98.62,Empresarial,74,252,Topicblab
253,Zoolab,$64.82,Turismo,53,253,Zoomlounge
254,Bytecard,$61.40,Educacion,69,254,Fliptune
255,Andalax,$56.18,Empresarial,53,255,Plajo
256,Voltsillam,$20.09,Mecanica,3,256,Shuffledrive
257,Voyatouch,$29.16,Social,65,257,Quinu
258,Fix San,$85.51,Social,67,258,Kayveo
259,Otcom,$64.29,Social,71,259,Pixonyx
260,Regrant,$33.97,Social,45,260,Agimba
261,Sonair,$44.76,Economia,1,261,DabZ
262,Sonsing,$38.59,Deporte,67,262,Riffpath
263,Viva,$44.29,Salud,6,263,Oyoyo
264,Biodex,$60.52,Social,46,264,Roomm
265,Regrant,$80.30,Deporte,41,265,Ntag
266,Otcom,$51.68,Gubernamental,50,266,Kayveo
267,Tresom,$83.01,Salud,55,267,Yodoo
268,It,$6.34,Salud,15,268,Skyba
269,Fintone,$57.29,Salud,6,269,Eidel
270,Bamity,$2.91,Educacion,8,270,Kwimbee
271,Zoolab,$90.36,Salud,14,271,Thoughtsphere
272,Regrant,$82.80,Empresarial,36,272,Yodo
273,Konklux,$35.73,Educacion,53,273,Divanoodle
274,Prodder,$85.14,Deporte,69,274,Zoombox
275,Toughjoyfax,$14.31,Social,22,275,Fanoodle
276,Regrant,$20.73,Salud,18,276,Skyvu
277,Sub-Ex,$10.93,Salud,61,277,Realcube
278,Biodex,$91.50,Turismo,25,278,Mydo
279,Subin,$56.04,Salud,52,279,Jetpulse
280,Redhold,$33.75,Turismo,25,280,Katz
281,Otcom,$39.40,Economia,17,281,Gabspot
282,Matsoft,$66.57,Tecnologia,29,282,Topdrive
283,Domainer,$68.78,Educacion,46,283,Eire
284,Matsoft,$3.17,Educacion,62,284,Vinte
285,Veribet,$60.93,Educacion,66,285,Voonix
286,Keylex,$94.09,Empresarial,66,286,Thoughtbeat
287,Latlux,$47.98,Economia,30,287,Kwideo
288,Aerified,$85.97,Turismo,19,288,Lazzy
289,Quo Lux,$47.56,Economia,62,289,Topdrive
290,Hatity,$69.82,Economia,27,290,Mynte
291,Viva,$46.65,Empresarial,65,291,Jabberbean
292,Pannier,$86.62,Economia,41,292,Browsebug
293,Span,$47.51,Salud,56,293,Aimbu
294,Andalax,$60.83,Empresarial,29,294,Rhyzio
295,Cookley,$9.06,Tecnologia,52,295,Meejo
296,Stim,$44.75,Social,36,296,Dabfeed
297,Wrapsafe,$57.35,Social,74,297,Photobug
298,Tin,$70.28,Social,64,298,Rhyloo
299,Sonsing,$89.71,Economia,1,299,Bubbletube
300,Latlux,$13.08,Mecanica,46,300,Browsebug
301,Flowdesk,$36.34,Empresarial,18,301,Tambee
302,Opela,$64.37,Social,14,302,Agivu
303,Biodex,$44.48,Deporte,25,303,Voolia
304,Aerified,$12.53,Empresarial,25,304,Rooxo
305,Tampflex,$45.92,Mecanica,56,305,Zoomlounge
306,Keylex,$86.27,Turismo,17,306,Demimbu
307,Voltsillam,$84.32,Mecanica,48,307,Dynava
308,Quo Lux,$73.28,Mecanica,70,308,Aibox
309,Bitchip,$64.91,Mecanica,6,309,Buzzbean
310,Solarbreeze,$15.56,Deporte,60,310,Quaxo
311,Hatity,$73.93,Salud,61,311,Linkbuzz
312,Namfix,$7.94,Salud,71,312,Kwideo
313,Job,$83.36,Educacion,57,313,Gabtype
314,Greenlam,$93.54,Economia,57,314,Vidoo
315,Konklab,$82.02,Salud,74,315,Linkbuzz
316,Lotlux,$1.03,Economia,49,316,Quatz
317,Y-find,$77.29,Educacion,21,317,Demimbu
318,Domainer,$32.96,Deporte,23,318,Yodoo
319,Zaam-Dox,$22.13,Deporte,7,319,Meejo
320,Lotlux,$20.19,Gubernamental,24,320,Browsetype
321,Tres-Zap,$51.25,Tecnologia,64,321,Skiptube
322,Redhold,$35.73,Deporte,28,322,Aimbo
323,Y-find,$48.64,Empresarial,28,323,Zoombox
324,Cookley,$42.27,Tecnologia,62,324,Wikizz
325,Zathin,$78.43,Turismo,17,325,Myworks
326,Aerified,$39.73,Salud,75,326,Babbleopia
327,Pannier,$97.78,Deporte,13,327,Dazzlesphere
328,Hatity,$38.18,Social,20,328,Viva
329,Gembucket,$68.22,Turismo,30,329,Linklinks
330,Cardify,$75.72,Social,28,330,Photospace
331,Zamit,$6.57,Social,21,331,Oyope
332,Opela,$20.35,Empresarial,23,332,Feedfire
333,Opela,$28.32,Educacion,13,333,Thoughtbridge
334,Home Ing,$57.01,Economia,35,334,Trupe
335,Konklux,$92.84,Social,39,335,Realcube
336,Cardify,$23.43,Mecanica,14,336,Zoovu
337,Domainer,$38.41,Empresarial,4,337,Wikivu
338,Subin,$95.67,Educacion,41,338,Voonyx
339,Fintone,$19.30,Empresarial,66,339,Katz
340,Subin,$89.79,Educacion,32,340,Dynava
341,Alphazap,$50.27,Turismo,46,341,Kaymbo
342,Zathin,$77.15,Educacion,4,342,Roombo
343,Stronghold,$62.66,Salud,9,343,Zazio
344,Toughjoyfax,$38.94,Salud,39,344,Edgeclub
345,Keylex,$52.63,Social,35,345,Twitterbeat
346,Span,$91.28,Deporte,73,346,Thoughtbeat
347,Biodex,$10.43,Empresarial,48,347,Vitz
348,Regrant,$72.74,Salud,29,348,Skyble
349,Voltsillam,$4.94,Mecanica,32,349,Dabshots
350,Stronghold,$91.41,Social,42,350,Skiptube
351,Job,$14.16,Salud,38,351,Jaxbean
352,Temp,$99.22,Empresarial,66,352,Blogtag
353,Redhold,$50.95,Tecnologia,4,353,Yozio
354,Flexidy,$60.58,Mecanica,75,354,Gigabox
355,Flexidy,$40.83,Salud,4,355,Twitterwire
356,Asoka,$4.33,Gubernamental,6,356,Skyba
357,Subin,$63.73,Deporte,55,357,Youbridge
358,Fix San,$5.89,Economia,63,358,Brainlounge
359,Transcof,$56.20,Salud,61,359,Flipbug
360,Duobam,$59.44,Tecnologia,51,360,Flipbug
361,Fix San,$1.50,Educacion,21,361,Viva
362,Flowdesk,$55.71,Deporte,55,362,Skaboo
363,Ventosanzap,$6.04,Educacion,13,363,Jatri
364,Tempsoft,$32.59,Deporte,62,364,Gigazoom
365,Alphazap,$20.45,Economia,23,365,Leexo
366,Y-Solowarm,$34.20,Social,7,366,Kayveo
367,Lotlux,$48.82,Economia,57,367,Fivechat
368,Fixflex,$30.80,Gubernamental,27,368,Pixoboo
369,Konklux,$42.55,Turismo,4,369,Katz
370,Overhold,$40.89,Educacion,34,370,Mydo
371,Gembucket,$6.59,Turismo,18,371,Voomm
372,Kanlam,$35.53,Tecnologia,37,372,Aibox
373,Hatity,$38.85,Social,18,373,Babbleset
374,Cardify,$1.22,Empresarial,56,374,Yodel
375,Tampflex,$70.59,Social,61,375,Twinder
376,Mat Lam Tam,$27.57,Gubernamental,7,376,Muxo
377,Cardify,$18.68,Educacion,2,377,Twimbo
378,Fintone,$12.10,Gubernamental,50,378,Edgewire
379,Trippledex,$65.67,Tecnologia,35,379,Dablist
380,Zathin,$97.31,Mecanica,34,380,Realblab
381,Pannier,$53.28,Salud,44,381,Gabtune
382,Home Ing,$86.80,Turismo,8,382,Yotz
383,Voltsillam,$14.02,Educacion,75,383,Gevee
384,Subin,$86.23,Mecanica,58,384,Digitube
385,Zontrax,$43.80,Mecanica,34,385,Gabvine
386,Lotlux,$38.79,Social,75,386,Quaxo
387,Zoolab,$64.75,Mecanica,43,387,Jabberstorm
388,Transcof,$54.28,Empresarial,18,388,Edgetag
389,Greenlam,$32.54,Tecnologia,47,389,Wikido
390,Overhold,$59.15,Mecanica,47,390,Realbuzz
391,Vagram,$33.60,Empresarial,10,391,JumpXS
392,Holdlamis,$85.04,Mecanica,4,392,Devcast
393,Gembucket,$58.27,Educacion,63,393,Aimbu
394,Biodex,$52.37,Tecnologia,22,394,Twitternation
395,Wrapsafe,$48.56,Gubernamental,44,395,Browsecat
396,Stronghold,$84.01,Empresarial,67,396,Jabbercube
397,Andalax,$30.93,Mecanica,38,397,Skyble
398,Bytecard,$35.21,Empresarial,12,398,Realblab
399,Fixflex,$45.45,Deporte,2,399,Dynabox
400,Bigtax,$50.43,Social,58,400,Demivee
401,Span,$6.79,Turismo,7,401,Youspan
402,Holdlamis,$52.89,Turismo,27,402,Tekfly
403,Zontrax,$48.33,Salud,32,403,Bubblemix
404,Lotstring,$24.97,Economia,20,404,Trilia
405,Solarbreeze,$10.89,Empresarial,14,405,Dazzlesphere
406,Voyatouch,$95.22,Empresarial,52,406,Skiptube
407,Kanlam,$76.09,Turismo,20,407,Twiyo
408,Treeflex,$95.08,Turismo,23,408,Topiczoom
409,Veribet,$34.82,Gubernamental,68,409,Dynazzy
410,Voyatouch,$52.55,Turismo,52,410,Zazio
411,Pannier,$0.06,Educacion,2,411,Twimbo
412,Ronstring,$60.20,Educacion,33,412,Eadel
413,Stim,$91.18,Gubernamental,66,413,Riffpath
414,Overhold,$81.80,Gubernamental,72,414,Riffwire
415,Toughjoyfax,$77.95,Tecnologia,37,415,Voonder
416,Overhold,$55.84,Educacion,73,416,Photobug
417,Aerified,$43.90,Economia,71,417,Shufflester
418,Latlux,$57.58,Tecnologia,35,418,Trilith
419,It,$34.96,Economia,13,419,Voomm
420,Duobam,$8.60,Empresarial,30,420,Oyope
421,Holdlamis,$25.00,Mecanica,54,421,Photojam
422,Cardguard,$40.61,Mecanica,71,422,Twinder
423,Opela,$95.11,Mecanica,72,423,Fivebridge
424,Flexidy,$74.47,Educacion,41,424,Chatterbridge
425,Overhold,$82.77,Economia,7,425,Voomm
426,Konklux,$76.69,Turismo,37,426,Innojam
427,Ronstring,$44.13,Salud,8,427,Bubbletube
428,Pannier,$12.04,Empresarial,25,428,Skiba
429,Tin,$87.95,Social,63,429,Miboo
430,Span,$79.80,Tecnologia,27,430,Gigabox
431,Duobam,$93.70,Empresarial,68,431,Innotype
432,Bamity,$19.28,Gubernamental,33,432,Skibox
433,Latlux,$48.46,Turismo,68,433,Rhynoodle
434,Biodex,$56.06,Salud,51,434,Quaxo
435,Cookley,$34.56,Turismo,37,435,Shufflebeat
436,Y-Solowarm,$94.47,Gubernamental,23,436,Wikizz
437,Keylex,$86.04,Turismo,7,437,Yacero
438,Zoolab,$79.16,Turismo,30,438,Aivee
439,Treeflex,$45.62,Salud,32,439,Ailane
440,Tempsoft,$36.54,Social,65,440,Blogtag
441,Rank,$9.54,Social,36,441,Zoombeat
442,Treeflex,$74.48,Gubernamental,2,442,Realcube
443,It,$17.77,Social,2,443,Photospace
444,Temp,$26.23,Mecanica,9,444,Blogtag
445,Cardguard,$15.25,Empresarial,20,445,Tazz
446,Flexidy,$96.94,Salud,2,446,Edgeclub
447,Fixflex,$35.19,Turismo,75,447,Skibox
448,Quo Lux,$29.68,Social,43,448,Brainverse
449,Domainer,$80.75,Salud,16,449,Shuffletag
450,Regrant,$99.84,Gubernamental,28,450,Babbleopia
451,Span,$58.01,Mecanica,64,451,Gabtune
452,Konklab,$76.66,Turismo,51,452,Oyope
453,Subin,$27.55,Educacion,12,453,InnoZ
454,Voltsillam,$27.41,Turismo,65,454,Katz
455,Stim,$41.68,Mecanica,45,455,Meejo
456,Bamity,$70.16,Social,22,456,Kamba
457,Cardify,$25.64,Social,23,457,Twitterbeat
458,Fixflex,$62.77,Educacion,62,458,Quinu
459,Fixflex,$50.24,Empresarial,17,459,Wikibox
460,Bamity,$51.78,Educacion,72,460,Minyx
461,Transcof,$97.95,Salud,6,461,Skimia
462,Rank,$99.40,Salud,66,462,Jabbercube
463,Sonsing,$2.13,Social,10,463,Tagpad
464,Tres-Zap,$72.40,Deporte,51,464,Mynte
465,Temp,$81.60,Economia,35,465,Muxo
466,Flexidy,$11.75,Salud,25,466,Flashdog
467,Quo Lux,$95.96,Turismo,27,467,Demizz
468,Biodex,$55.95,Economia,7,468,Voolia
469,Tampflex,$2.64,Empresarial,52,469,Jetwire
470,Konklab,$8.58,Economia,24,470,Avamm
471,Prodder,$10.59,Social,60,471,Gigaclub
472,Stringtough,$92.38,Economia,27,472,Tavu
473,Bitwolf,$4.08,Turismo,74,473,Fliptune
474,Ronstring,$1.20,Deporte,32,474,Divavu
475,Y-find,$86.13,Tecnologia,45,475,Wordtune
476,Duobam,$47.43,Empresarial,65,476,Tagtune
477,Lotlux,$43.84,Empresarial,31,477,Aibox
478,Zoolab,$94.22,Deporte,24,478,Eayo
479,Lotlux,$42.63,Gubernamental,42,479,Bubbletube
480,Daltfresh,$69.44,Turismo,61,480,Innotype
481,Flowdesk,$99.12,Social,61,481,Jayo
482,Mat Lam Tam,$35.07,Gubernamental,30,482,Tagtune
483,Flexidy,$82.42,Mecanica,9,483,Tazz
484,Solarbreeze,$87.29,Educacion,70,484,Jayo
485,Kanlam,$62.28,Turismo,65,485,Skajo
486,Stronghold,$36.83,Empresarial,57,486,Twitterbeat
487,Andalax,$90.30,Salud,6,487,Zava
488,Tempsoft,$16.60,Tecnologia,35,488,Zava
489,Zathin,$59.72,Social,10,489,Innotype
490,Bitchip,$48.61,Turismo,62,490,Skimia
491,Cardify,$9.37,Mecanica,42,491,Trilith
492,Bitchip,$32.40,Economia,27,492,JumpXS
493,Sonsing,$90.23,Turismo,25,493,Wikivu
494,Alpha,$33.31,Deporte,73,494,Bubbletube
495,Duobam,$44.91,Social,49,495,Gabtune
496,Home Ing,$84.93,Economia,71,496,Youfeed
497,Redhold,$36.82,Gubernamental,66,497,Edgeify
498,Overhold,$97.34,Gubernamental,60,498,Zooxo
499,Trippledex,$52.45,Economia,22,499,Tagpad
500,Keylex,$62.09,Gubernamental,44,500,Cogibox
501,Matsoft,$33.69,Salud,63,501,Twinte
502,Home Ing,$72.15,Economia,60,502,Oba
503,Zoolab,$45.78,Deporte,67,503,Eare
504,Duobam,$18.38,Economia,22,504,Lazz
505,Sonair,$69.74,Educacion,74,505,Brainlounge
506,Konklab,$71.60,Turismo,56,506,Rhybox
507,Greenlam,$97.56,Economia,56,507,Midel
508,Zoolab,$75.05,Turismo,69,508,Tekfly
